Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,High Value Transaction,Repeating Customer,Customer Total Spend,Average Order Value,Purchase Frequency,LastPurchase,Purchase Recency,Category Diversity,High/Low Value Customers,Most Revenue Segment,Repeating Behavior Pattern
T15248,,C3865,Laptop,756.0,222.90257723629472,PayPal ,complete,0,1,5135.239522162787,513.5239522162786,10,2025-01-10,22.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15250,2021-11-25,C3277,Smartphone,3.0,149.57179355171422,Cash,completed,0,1,7059.887240433529,441.24295252709555,16,2024-11-21,72.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15252,,C2788,Table,8.0,159.61526037803753,creditcard,Pending,0,1,3831.387431406852,478.9234289258565,8,2022-11-30,794.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15254,,C4570,Tab,1.0,90.07736482860808,PayPal,Failed,0,1,5543.705885415044,426.4389142626957,13,2023-11-13,446.0,8,High Value Customer,31818745.053736106,524.8744898897567
T15256,2023-08-22,C4232,Coffee Machine,6.0,986.8506172138732,Credit Card,Unknown,1,1,7667.471153931619,638.9559294943016,12,2023-08-22,529.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15257,,C842,Coffee M,212.0,364.4947379534441,pay pal,Completed,0,1,4258.865808937764,473.20731210419603,9,2021-12-14,1145.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15258,,C4712,Tablet,7.0,403.3510631660237,pay pal,Unknown,0,1,10811.466525917494,569.0245539956576,19,2024-04-06,301.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15259,,C3563,Coffee Machine,10.0,971.31,creditcard,completed,1,1,5344.167937772745,485.83344888843135,11,2023-09-16,504.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15261,,C602,Lapto,6.0,786.1191247374646,Cash,complete,1,1,6597.908191155704,549.8256825963086,12,2022-01-04,1124.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15262,,C4925,Coffee Machine,5.0,974.2698204456676,creditcard,Failed,1,1,4509.99801378088,644.2854305401257,7,,,3,High Value Customer,31818745.053736106,524.8744898897567
T15264,,C372,Coffee Machine,9.0,531.0565169930376,PayPal,completed,1,1,7682.0050035616705,590.9234618124362,13,2024-02-22,345.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15265,,C4265,Headphones,5.0,900.17,credit card,Failed,1,1,7714.769441221715,551.0549600872654,14,2024-09-29,125.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15266,2021-06-02,C2953,Coffee Machine,333.0,909.4292059025972,PayPal,Pending,1,1,11361.660775626331,597.9821460855964,19,2023-12-06,423.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15269,,C4003,Smartphone,764.0,899.9728299826176,creditcard,Completed,1,1,5072.577872243787,507.2577872243787,10,2022-09-18,867.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15271,2022-03-25,C1823,Laptop,2.0,825.3392503221497,PayPal ,Failed,1,1,6283.063647246917,571.1876042951743,11,2024-06-20,226.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15272,2024-04-01,C3386,Tablet,103.0,970.6648232010044,PayPal,Pending,1,1,4358.878303822971,544.8597879778714,8,2024-06-02,244.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15273,2023-10-01,C3374,Coffee Machine,800.0,305.1592002529775,Credit Card,Failed,0,1,5262.816133479255,438.5680111232712,12,2023-10-01,489.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15275,,C2654,Smartphone,384.0,243.45917994030629,pay pal,Pending,0,1,11477.339148715546,637.6299527064192,18,2023-09-01,519.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15276,,C960,Smartphone,950.0,663.2216528171307,Cash,Pending,1,1,7094.9008480167395,644.9909861833399,11,2023-09-05,515.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15277,,C263,Headphones,349.0,389.2082501661125,pay pal,complete,0,1,6681.045921038876,513.9266093106828,13,2024-09-08,146.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15279,,C2893,Smartphone,6.0,526.5156138065765,Credit Card,Unknown,1,1,8816.188288053061,518.5993110619447,17,2022-06-09,968.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15280,,C019,Smartphone,2.0,705.5168573387091,PayPal ,Failed,1,1,7424.101770038309,494.94011800255396,15,2024-04-17,290.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15281,,C2687,Tablet,4.0,57.61267767775282,PayPal ,Pending,0,1,7628.301023440454,508.55340156269693,15,2024-06-16,230.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15282,,C3771,Coffee Machine,4.0,363.4447817186258,pay pal,Unknown,0,1,9993.646613572215,587.8615655042479,17,2023-10-11,479.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15284,,C1955,Smartphone,7.0,919.7403649561452,PayPal,Completed,1,1,12964.85150781108,540.202146158795,24,2024-04-22,285.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15285,,C4318,Headphones,738.0,156.73395695200406,Credit Card,Pending,0,1,7782.088122183881,518.8058748122587,15,2024-05-07,270.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15287,,C168,Coffee Machine,9.0,972.5058109765116,credit card,Completed,1,1,6815.888432934925,524.2991102257635,13,2024-02-01,366.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15288,,C2739,Tablet,774.0,785.8483186581336,credit card,Failed,1,1,7001.905357787696,538.6081044452073,13,2024-03-15,323.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15289,,C4062,Headphones,774.0,193.15142380926775,Cash,complete,0,1,8759.241031338866,547.4525644586791,16,2024-02-10,357.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15292,2020-04-15,C1811,Laptop,2.0,786.3614560822842,credit card,Pending,1,1,5099.88598919384,509.988598919384,10,2023-06-20,592.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15293,,C1811,Laptop,294.0,273.61,pay pal,Unknown,0,1,5099.88598919384,509.988598919384,10,2023-06-20,592.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15294,,C1737,Smartphone,10.0,336.31886252239974,Cash,Pending,0,1,8598.426486064332,505.7897932979019,17,2024-07-05,211.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15297,,C3002,Smartphone,1.0,190.26778512829836,Cash,Completed,0,1,7215.267958375471,424.427526963263,17,2024-12-10,53.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15298,2022-09-06,C407,Headphones,8.0,337.9383937103845,Cash,Completed,0,1,10065.468385379092,529.7614939673207,19,2024-08-08,177.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15299,,C3359,Headphones,264.0,193.0792238589069,credit card,Completed,0,1,5516.644621348131,424.35727856524085,13,2022-07-31,916.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15300,2021-12-21,C4445,Coffee Machine,4.0,790.6625622712987,PayPal ,Pending,1,1,8184.6103686105425,545.6406912407028,15,2024-06-19,227.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15301,,C1538,Coffee Machine,154.0,352.420004547645,credit card,Pending,0,1,8743.06424048834,485.7257911382411,18,2024-11-08,85.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15302,,C3127,Headphones,8.0,988.4777075894444,PayPal,Pending,1,1,5829.009319096681,582.9009319096681,10,2024-11-12,81.0,3,High Value Customer,31818745.053736106,524.8744898897567
T15303,,C1798,Headphones,845.0,854.6294865282665,Cash,completed,1,1,11668.59768298596,614.1367201571558,19,2023-05-14,629.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15304,2020-11-18,C4148,Coffee Machine,9.0,466.4227369542106,Cash,complete,0,1,4884.21152289177,488.42115228917703,10,2024-07-13,203.0,3,High Value Customer,31818745.053736106,524.8744898897567
T15306,,C4847,Headphones,8.0,896.1666989699389,credit card,Pending,1,1,5500.3651073180745,550.0365107318074,10,2023-05-29,614.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15309,,C1537,Laptop,139.0,503.0379882856103,PayPal ,Failed,1,1,10562.225706739702,704.1483804493134,15,2024-03-19,319.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15310,,C1537,Smartphone,742.0,797.8451188792934,credit card,Pending,1,1,10562.225706739702,704.1483804493134,15,2024-03-19,319.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15312,,C4264,Tablet,483.0,859.8155549482063,Credit Card,Unknown,1,1,11431.412908022132,571.5706454011066,20,2023-03-06,698.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15313,,C203,Smartphone,8.0,603.3820976324231,creditcard,completed,1,1,8427.22799921194,443.5383157479969,19,2024-08-28,157.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15315,,C3403,Headphones,2.0,449.9319939144832,credit card,completed,0,1,5296.129877306085,529.6129877306086,10,2021-06-13,1329.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15316,2024-07-05,C2202,Tablet,5.0,124.00070776827567,Cash,completed,0,1,4713.37178560036,523.7079761778178,9,2024-07-05,211.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15317,,C1727,Tablet,908.0,571.7341922455713,credit card,Completed,1,1,9457.441538770794,525.4134188205996,18,2024-11-05,88.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15318,2021-05-16,C2350,Laptop,8.0,139.2369479208154,Cash,Pending,0,1,7278.501459555695,559.8847276581304,13,2024-01-06,392.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15319,,C2107,Tablet,872.0,628.3179742675011,credit card,complete,1,1,9437.558536850058,589.8474085531286,16,2024-12-16,47.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15320,,C2476,Smartphone,3.0,210.3113746413841,PayPal ,complete,0,1,5735.0495076778,477.9207923064833,12,2024-02-09,358.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15323,,C666,Headphones,6.0,388.89,credit card,complete,0,1,7928.27040228128,466.3688471930165,17,2024-11-19,74.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15324,2021-07-24,C128,Headphones,10.0,644.8429446361126,PayPal ,completed,1,1,3432.2072972211913,490.3153281744559,7,2022-08-07,909.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15326,,C321,Laptop,816.0,255.9,pay pal,complete,0,1,5886.178696244434,452.7829766341872,13,2024-07-16,200.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15329,2024-08-22,C3392,Tablet,3.0,408.0275780199509,pay pal,Failed,0,1,7173.183393299651,551.783337946127,13,2024-08-22,163.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15330,2023-10-19,C3097,Tablet,886.0,71.44111919852125,PayPal ,Unknown,0,1,6775.87064357636,483.9907602554543,14,2023-10-19,471.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15334,2024-09-11,C2791,Coffee Machine,8.0,84.10745953412425,creditcard,completed,0,1,4727.245800819994,429.7496182563631,11,2024-11-22,71.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15336,2024-09-11,C377,H,914.0,814.8760042237211,PayPal ,Completed,1,1,5411.315415205229,450.94295126710244,12,2025-01-10,22.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15338,2021-04-04,C802,Tablet,9.0,638.13,Credit Card,Completed,1,1,8540.812351314122,656.9855654857017,13,2024-01-05,393.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15341,2020-02-12,C766,Coffee Machine,3.0,560.6011575653856,PayPal ,complete,1,1,5361.619247930931,536.1619247930931,10,2024-02-17,350.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15342,,C766,Smartphone,7.0,227.9088387178961,PayPal ,Pending,0,1,5361.619247930931,536.1619247930931,10,2024-02-17,350.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15343,,C2935,Smartphone,1.0,468.6085551585235,credit card,Pending,0,1,5705.049588015225,475.42079900126873,12,2023-06-01,611.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15348,,C3285,Laptop,5.0,462.0698159115972,pay pal,Completed,0,1,6645.266377327063,474.66188409479025,14,2022-06-15,962.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15351,,C4459,Headphones,596.0,815.4374569455458,credit card,Completed,1,1,8702.73882038272,580.1825880255146,15,2024-04-18,289.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15352,2020-06-21,C191,Coffee Machine,9.0,946.2832563694176,PayPal ,Completed,1,1,9058.57893315696,603.905262210464,15,2025-01-25,7.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15354,2023-03-02,C3722,Smartphone,1.0,748.5003375506266,PayPal,complete,1,1,4975.444545875349,452.3131405341226,11,2024-08-08,177.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15355,2023-07-01,C2704,Laptop,2.0,644.649052063265,pay pal,completed,1,1,3706.0694563161974,411.78549514624416,9,2023-11-01,458.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15359,2020-01-10,C4704,Smartphone,548.0,366.7404209147924,Credit Card,completed,0,1,8308.282815808714,639.0986781391318,13,2024-11-09,84.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15363,,C3339,Headphones,2.0,465.93,Credit Card,Failed,0,1,1361.4376394897477,453.81254649658257,3,2022-10-22,833.0,2,High Value Customer,31818745.053736106,524.8744898897567
T15364,2023-01-07,C2301,Laptop,9.0,805.315390552024,creditcard,Failed,1,1,8580.047523497204,536.2529702185752,16,2024-12-23,40.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15366,,C1031,Headphones,5.0,851.4534532359673,pay pal,Completed,1,1,6570.7887767366765,657.0788776736676,10,2024-10-29,95.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15367,,C3272,Coffee Machine,7.0,810.7362046125938,PayPal,Completed,1,1,5483.277229892936,609.2530255436595,9,2024-10-25,99.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15368,,C1080,Smartphone,267.0,294.6485396559069,Credit Card,Pending,0,1,8140.882536847094,508.8051585529434,16,2024-12-22,41.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15370,,C3017,Headphones,262.0,978.209522570908,PayPal ,Completed,1,1,12381.881614375641,589.6134102083639,21,2023-08-15,536.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15371,,C4840,Coffee Machine,8.0,873.2261109457306,Cash,Completed,1,1,4862.231432165807,540.2479369073119,9,2024-10-16,108.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15373,,C2163,Smartphone,254.0,265.98603401331013,pay pal,completed,0,1,6311.702277607099,525.9751898005916,12,2024-10-09,115.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15374,,C3268,Tablet,913.0,575.256425708483,PayPal,Failed,1,1,5470.4064697137,547.04064697137,10,2024-06-13,233.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15377,2023-05-10,C2371,Laptop,8.0,679.2012769559781,Credit Card,Failed,1,1,10317.875422301047,606.9338483706498,17,2024-07-29,187.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15378,2023-05-10,C2371,Laptop,4.0,603.3458605728259,PayPal ,completed,1,1,10317.875422301047,606.9338483706498,17,2024-07-29,187.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15380,,C1250,Laptop,2.0,172.1824457685712,Cash,completed,0,1,7330.805294488833,610.9004412074028,12,2022-05-03,1005.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15381,,C1128,Laptop,3.0,288.8226751363192,creditcard,complete,0,1,12524.689403985845,544.5517132167759,23,2024-10-13,111.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15382,,C1632,Smartphone,5.0,843.76,Cash,completed,1,1,4539.591725959168,378.29931049659734,12,2023-08-03,548.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15383,,C3073,Smartphone,712.0,806.5955629191934,PayPal,completed,1,1,9165.721216704687,539.1600715708639,17,2024-11-19,74.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15384,,C3050,Headphones,6.0,610.3978712047461,Credit Card,Unknown,1,1,6089.538783599174,468.4260602768596,13,2023-07-19,563.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15387,2022-06-13,C3092,Coffee Machine,306.0,249.6256751737464,pay pal,completed,0,1,9107.682014452465,607.1788009634977,15,2023-06-12,600.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15388,,C3469,Tablet,134.0,753.3951468130823,PayPal ,complete,1,1,5205.138654437603,520.5138654437603,10,2024-08-13,172.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15389,2024-11-16,C2716,Laptop,981.0,95.21822450400536,creditcard,complete,0,1,7318.977872118345,522.7841337227389,14,2024-11-16,77.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15390,,C2644,Coffee Machine,764.0,273.2799448072953,creditcard,Completed,0,1,6249.597216362567,568.1452014875061,11,2024-09-02,152.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15392,,C1597,Smartphone,9.0,113.83152363329977,PayPal,completed,0,1,8773.146463229454,548.3216539518409,16,2024-12-16,47.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15394,,C4560,Smartphone,4.0,469.0694937468745,Cash,completed,0,1,8911.215531639133,524.1891489199489,17,2024-06-08,238.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15395,,C3617,Smartphone,900.0,293.08696134285685,credit card,Completed,0,1,9161.831418802081,538.9312599295342,17,2024-03-08,330.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15398,,C2239,Tablet,352.0,455.0394565895255,PayPal ,Pending,0,1,6097.549619725786,609.7549619725786,10,2025-01-21,11.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15399,,C3720,Tablet,2.0,670.604025250519,pay pal,Unknown,1,1,4033.808468408326,504.22605855104075,8,2024-01-14,384.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15400,,C1433,Coffee Machine,2.0,529.6115117411842,PayPal,complete,1,1,5448.785855945708,605.4206506606342,9,2023-07-03,579.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15403,,C4877,Coffee Machine,8.0,300.60140681463776,Credit Card,Unknown,0,1,7750.268099650958,516.6845399767305,15,2022-10-07,848.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15406,2024-09-25,C1158,Coffee Machine,2.0,403.6780293378027,Cash,Failed,0,1,5915.672929349904,537.7884481227185,11,2024-09-25,129.0,8,High Value Customer,31818745.053736106,524.8744898897567
T15409,,C1789,Coffee Machine,2.0,121.20589750862553,pay pal,Failed,0,1,8419.042278530555,526.1901424081597,16,2023-12-07,422.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15412,,C3313,Coffee Machine,5.0,693.5291864305289,credit card,complete,1,1,5766.511065283271,524.2282786621155,11,2024-09-13,141.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15413,2022-11-22,C1769,Coffee Machine,3.0,982.7520955499118,credit card,complete,1,1,7397.267989281974,616.4389991068311,12,2022-11-22,802.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15414,,C1128,Headphones,375.0,538.9236532596672,PayPal,Completed,1,1,12524.689403985845,544.5517132167759,23,2024-10-13,111.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15415,,C439,Smartphone,9.0,60.61284203196931,creditcard,Unknown,0,1,4511.323240836512,451.1323240836512,10,,,4,High Value Customer,31818745.053736106,524.8744898897567
T15416,,C2087,Laptop,642.0,83.29231951511406,Credit Card,Completed,0,1,9123.052973320837,506.83627629560203,18,2023-08-01,550.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15417,2025-01-25,C2318,Headphones,4.0,664.9927196167347,creditcard,Completed,1,1,9366.621594048187,520.3678663360104,18,2025-01-25,7.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15418,,C1920,Coffee Machine,1.0,267.1656065893744,creditcard,Unknown,0,1,6175.143789610869,514.5953158009057,12,2024-12-06,57.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15419,,C4344,Tablet,7.0,968.5458465041012,credit card,complete,1,1,8055.087801317344,575.3634143798103,14,2021-03-19,1415.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15420,,C3073,Coffee Machine,3.0,895.94,PayPal ,completed,1,1,9165.721216704687,539.1600715708639,17,2024-11-19,74.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15421,2020-02-14,C1835,Smartphone,2.0,692.8751988156273,PayPal,Unknown,1,1,2544.0654650674883,508.8130930134977,5,2024-05-02,275.0,3,High Value Customer,31818745.053736106,524.8744898897567
T15422,2024-02-29,C4132,Headphones,10.0,353.4343063273267,PayPal ,Pending,0,1,6091.170914552592,406.07806097017277,15,2024-09-21,133.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15423,2024-02-29,C3181,Laptop,7.0,638.5100771306622,PayPal,Failed,1,1,6231.387919623424,623.1387919623423,10,2024-04-03,304.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15424,,C3740,Smartphone,10.0,458.32545235990926,pay pal,Failed,0,1,8357.64773048919,557.176515365946,15,2025-01-15,17.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15425,,C1732,Coffee Mach,3.0,961.2349720869796,Cash,complete,1,1,10859.737454614215,493.62442975519156,22,2024-04-17,290.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15426,2023-01-31,C1591,Co,4.0,284.86163861770467,PayPal,Pending,0,1,7039.774467360911,469.3182978240608,15,2025-01-23,9.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15428,2021-09-04,C3535,Tablet,2.0,741.89,pay pal,Failed,1,1,7644.4770694267645,546.034076387626,14,2024-09-01,153.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15429,,C4459,Coffee Machine,5.0,467.3844591817944,Cash,Failed,0,1,8702.73882038272,580.1825880255146,15,2024-04-18,289.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15430,,C1489,Headphones,7.0,987.9404752615084,PayPal,Pending,1,1,4887.570804672818,407.29756705606815,12,2025-01-25,7.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15431,2020-06-21,C416,Laptop,8.0,300.36131956607085,PayPal ,Unknown,0,1,3648.7286493360507,331.7026044850955,11,2024-04-23,284.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15433,,C1460,Laptop,10.0,498.13,Credit Card,Pending,0,1,4794.302248748449,399.52518739570405,12,2025-01-06,26.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15434,,C2367,Coffee Ma,6.0,852.1793639482565,credit card,Failed,1,1,6904.272179910206,627.6611072645642,11,2023-07-09,573.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15435,2024-01-19,C1722,Laptop,7.0,760.0920569399102,pay pal,complete,1,1,6277.739305336568,482.9030234874283,13,2024-01-19,379.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15436,,C1789,Tablet,2.0,548.0037693833466,creditcard,complete,1,1,8419.042278530555,526.1901424081597,16,2023-12-07,422.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15439,,C770,Headphones,246.0,108.16168149698008,PayPal ,complete,0,1,8815.805390597887,550.9878369123679,16,2022-11-14,810.0,9,High Value Customer,31818745.053736106,524.8744898897567
T15442,,C557,Coffee Machine,3.0,854.04,pay pal,Failed,1,1,7531.472943334139,579.3440725641645,13,2023-09-26,494.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15443,2020-10-21,C3465,Smartphone,7.0,443.375632626677,pay pal,Completed,0,1,6870.594438947046,528.5072645343881,13,2024-05-05,272.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15445,,C2295,Smartphone,4.0,112.05,PayPal ,Completed,0,1,9660.771974994555,644.051464999637,15,2024-01-19,379.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15448,2021-10-21,C1402,Coffee Machine,7.0,673.9715589531077,Cash,completed,1,1,4592.736942794805,574.0921178493506,8,2024-06-29,217.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15450,,C4001,Smartpho,960.0,856.237800282001,PayPal ,Failed,1,1,6619.420575063208,509.1861980817852,13,2023-12-17,412.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15451,,C1306,Lapt,8.0,869.4685544681656,pay pal,Failed,1,1,8658.538516577348,618.4670368983819,14,2025-01-18,14.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15453,,C1756,Tablet,1.0,961.7044968419672,pay pal,Completed,1,1,6715.798659462397,746.1998510513774,9,2024-04-23,284.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15454,,C2362,Tablet,8.0,229.57640698939255,creditcard,Completed,0,1,7671.811870213799,511.45412468091996,15,2023-10-18,472.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15455,,C3346,Laptop,445.0,283.1990036344534,Cash,completed,0,1,4990.38794936045,554.4875499289388,9,2021-12-29,1130.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15457,,C2155,Laptop,1.0,383.6010862707252,pay pal,Failed,0,1,7701.680182993662,550.1200130709759,14,2022-05-17,991.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15459,2020-04-18,C257,Headphones,1.0,608.1435969300127,Cash,Unknown,1,1,6928.768870639282,629.8880791490257,11,2020-04-18,1750.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15462,,C2728,Tablet,8.0,359.33900496474985,credit card,Completed,0,1,6727.811551644528,560.650962637044,12,2023-01-25,738.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15463,,C3939,Laptop,4.0,204.4,PayPal ,Failed,0,1,10812.523841237453,540.6261920618726,20,2024-09-22,132.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15464,2022-11-30,C3067,Smartphone,829.0,984.5656007151772,credit card,complete,1,1,5450.095667611992,495.4632425101811,11,2022-11-30,794.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15465,2022-11-30,C3256,L,4.0,279.1009535320095,PayPal,Unknown,0,1,6196.010495913125,442.57217827950893,14,2024-07-19,197.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15466,,C4231,Headphones,454.0,624.2718409267193,credit card,Unknown,1,1,7799.065983097938,599.9281525459953,13,2024-11-16,77.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15468,,C1254,Smartphone,793.0,79.18866382104156,Cash,Completed,0,1,9608.638299434957,533.8132388574976,18,2025-01-15,17.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15469,,C348,Coffee Machine,729.0,670.3755365604588,pay pal,Unknown,1,1,7173.75208065429,551.8270831272531,13,2024-10-20,104.0,4,High Value Customer,31818745.053736106,524.8744898897567
T15471,,C2212,Tab,10.0,852.1028276928251,creditcard,Failed,1,1,10187.834762163762,565.990820120209,18,2024-10-20,104.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15475,,C4308,Tablet,2.0,97.55178686097815,PayPal,complete,0,1,5543.493356497659,326.0878444998623,17,2024-10-31,93.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15476,2023-11-30,C853,Coffee Machine,7.0,310.8262401627384,creditcard,Unknown,0,1,4399.775960157613,439.97759601576126,10,2023-11-30,429.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15477,2023-05-12,C824,Laptop,5.0,85.50510297148699,Cash,Failed,0,1,9288.224663633115,580.5140414770697,16,2023-07-09,573.0,6,High Value Customer,31818745.053736106,524.8744898897567
T15480,,C3492,La,1.0,326.94369163317674,pay pal,Unknown,0,1,10373.724296485128,610.2190762638311,17,2024-10-23,101.0,7,High Value Customer,31818745.053736106,524.8744898897567
T15487,,C3208,Laptop,901.0,207.4869073994023,PayPal,complete,0,1,6555.369470486703,504.2591900374387,13,2023-11-22,437.0,5,High Value Customer,31818745.053736106,524.8744898897567
T15488,,C3043,Tablet,1.0,302.78570031946566,credit card,Unknown,0,1,7523.561964520059,470.22262278250366,16,2024-08-31,154.0,5,High Value Customer,31818745.053736106,524.8744898897567
