Customer_ID,Transaction_ID,High Value Transaction,Repeating Customer,Customer Total Spend,Average Order Value,Purchase Frequency,Purchase Recency,Category Diversity,High/Low Value Customers,Most Revenue Segment,Repeating Behavior Pattern
C3753,T9876,1,1,7595.373820372569,542.5267014551835,14,976.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2553,T9877,0,1,3604.5901047123994,450.5737630890499,8,568.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1150,T9879,1,1,7515.849848673616,626.3208207228014,12,0.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1694,T9883,1,1,9403.321345912958,587.7075841195599,16,196.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4556,T9887,0,1,6407.861119630277,533.9884266358564,12,573.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2371,T9888,0,1,10317.875422301047,606.9338483706498,17,187.0,7,High Value Customer,31818745.053736106,524.8744898897567
C569,T9889,0,1,3415.1425254209184,262.70327118622447,13,619.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4734,T9894,1,1,3389.6776258862647,423.7097032357831,8,474.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4385,T9896,0,1,1373.5708920310647,457.8569640103549,3,499.0,2,High Value Customer,31818745.053736106,524.8744898897567
C1474,T9897,1,1,6133.466532038948,613.3466532038948,10,220.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4464,T9899,0,1,4421.434723045328,552.679340380666,8,1466.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2579,T9900,0,1,10048.384493371645,528.8623417564023,19,452.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3911,T9902,0,1,7419.644977681324,529.9746412629518,14,40.0,6,High Value Customer,31818745.053736106,524.8744898897567
C067,T9904,0,1,4415.334870533392,441.5334870533392,10,360.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4661,T9905,1,1,5618.40298093044,510.76390735731275,11,557.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4441,T9906,1,1,4758.691311111099,396.55760925925824,12,692.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3001,T9907,0,1,3972.8316560291123,496.60395700363904,8,441.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3001,T9908,0,1,3972.8316560291123,496.60395700363904,8,441.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1548,T9909,1,1,10827.445087469745,676.7153179668591,16,86.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1097,T9913,1,1,7145.974634025842,510.4267595732744,14,299.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4167,T9914,1,1,4004.710859144063,572.1015513062947,7,23.0,4,High Value Customer,31818745.053736106,524.8744898897567
C346,T9915,0,1,4729.4277314449,472.94277314449,10,471.0,6,High Value Customer,31818745.053736106,524.8744898897567
C232,T9916,0,1,5367.4437519142075,447.28697932618394,12,737.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3977,T9917,0,1,4720.077906263408,472.0077906263408,10,62.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2069,T9918,0,1,7291.081494189486,486.07209961263237,15,168.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2069,T9919,1,1,7291.081494189486,486.07209961263237,15,168.0,6,High Value Customer,31818745.053736106,524.8744898897567
C902,T75906,1,1,2871.5031151910134,574.3006230382027,5,789.0,3,High Value Customer,31818745.053736106,524.8744898897567
C2583,T9921,0,1,10336.620119220903,492.22000567718584,21,206.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3119,T9922,0,1,7477.6713897765685,498.51142598510455,15,206.0,5,High Value Customer,31818745.053736106,524.8744898897567
C011,T9924,1,1,6010.383720243187,500.86531002026555,12,425.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3685,T9925,1,1,4499.673070356967,499.9636744841075,9,25.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3293,T9926,1,1,9364.175343214141,624.2783562142761,15,25.0,8,High Value Customer,31818745.053736106,524.8744898897567
C259,T9927,1,1,5218.19209115538,434.849340929615,12,699.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3107,T9928,0,1,8520.966463154886,568.0644308769923,15,1304.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1864,T9930,1,1,3067.6052756464,306.76052756464003,10,633.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4848,T9931,1,1,6218.795265835181,478.36886660270625,13,959.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2154,T9933,1,1,4324.1337014311075,360.34447511925896,12,173.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3329,T9934,0,1,8678.684584941271,542.4177865588294,16,288.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2542,T9935,0,1,9295.188604898467,516.3993669388037,18,258.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1371,T9938,0,1,5977.640125500974,498.1366771250812,12,819.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3170,T9940,1,1,5952.626726154049,496.0522271795041,12,70.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3982,T9941,0,1,7654.345326333731,637.8621105278108,12,73.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2543,T9942,1,1,5509.856792567241,459.15473271393677,12,91.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1737,T9947,0,1,8598.426486064332,505.7897932979019,17,211.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4899,T9949,1,1,7586.041102114788,632.1700918428991,12,436.0,5,High Value Customer,31818745.053736106,524.8744898897567
C869,T9950,1,1,7048.586771739874,542.1989824415288,13,185.0,7,High Value Customer,31818745.053736106,524.8744898897567
C029,T9954,0,1,6112.046296176181,509.3371913480151,12,278.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2646,T9955,1,1,6299.437545700216,484.5721189000166,13,38.0,7,High Value Customer,31818745.053736106,524.8744898897567
C453,T9956,0,1,4983.734208778997,498.37342087789966,10,1516.0,5,High Value Customer,31818745.053736106,524.8744898897567
C483,T9959,1,1,8004.865159671185,470.87442115712855,17,410.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3678,T9960,1,1,8935.88128646387,638.2772347474192,14,62.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1841,T9963,0,1,6597.719012191934,471.26564372799527,14,218.0,6,High Value Customer,31818745.053736106,524.8744898897567
C319,T9965,0,1,8417.464139730315,467.63689665168414,18,39.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3919,T9966,0,1,5689.488405077755,474.12403375647955,12,195.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2069,T9967,0,1,7291.081494189486,486.07209961263237,15,168.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2401,T9968,0,1,3483.4245996961486,348.3424599696149,10,40.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2961,T9970,1,1,7880.0191266587,562.85850904705,14,836.0,7,High Value Customer,31818745.053736106,524.8744898897567
C877,T9971,0,1,4508.668846816769,375.7224039013974,12,44.0,6,High Value Customer,31818745.053736106,524.8744898897567
C152,T9972,1,1,5200.829844705607,400.0638342081236,13,246.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1703,T9974,1,1,6782.175215864191,521.705785835707,13,93.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4794,T9978,1,1,8110.663026132408,450.59239034068935,18,513.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2931,T9979,1,1,4261.901995119805,426.1901995119805,10,463.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1865,T9980,0,1,5653.589075943673,471.1324229953061,12,236.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2263,T9981,1,1,5727.82800535382,572.782800535382,10,526.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3254,T9982,0,1,7199.081254666699,599.9234378888916,12,94.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4653,T9985,1,1,9714.094560808619,571.4173271063893,17,792.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1490,T9987,1,1,5370.93318759642,447.57776563303497,12,1048.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4559,T9988,0,1,8198.154764294924,455.4530424608291,18,264.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3999,T9990,1,1,3969.6170373045034,441.0685597005004,9,102.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1745,T9991,0,1,7908.595234442034,659.0496028701695,12,414.0,5,High Value Customer,31818745.053736106,524.8744898897567
C745,T9992,1,1,7407.3225866891935,529.0944704777995,14,77.0,5,High Value Customer,31818745.053736106,524.8744898897567
C745,T9993,1,1,7407.3225866891935,529.0944704777995,14,77.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1095,T9996,1,1,4651.676561451883,387.63971345432356,12,83.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2499,T9998,0,1,6499.032478406859,541.5860398672382,12,838.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2583,T9999,0,1,10336.620119220903,492.22000567718584,21,206.0,6,High Value Customer,31818745.053736106,524.8744898897567
C841,T10000,0,1,6297.1932350648185,484.39947962037064,13,150.0,6,High Value Customer,31818745.053736106,524.8744898897567
C920,T10001,1,1,8804.093569777351,550.2558481110844,16,59.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4399,T10002,0,1,8127.732078464948,387.03486087928326,21,216.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4882,T10004,1,1,7656.983322897317,546.9273802069512,14,413.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3419,T10005,1,1,4743.972937263128,431.2702670239207,11,225.0,6,High Value Customer,31818745.053736106,524.8744898897567
C215,T10006,0,1,9861.855825511191,547.8808791950662,18,405.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4238,T10008,0,1,4765.338032573614,397.11150271446786,12,272.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4238,T10009,0,1,4765.338032573614,397.11150271446786,12,272.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4093,T10011,1,1,10106.687720691067,594.5110423935921,17,189.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3194,T10012,1,1,6631.766099016045,552.6471749180038,12,806.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4168,T10014,0,1,7412.701311667164,463.29383197919776,16,825.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2796,T10015,0,1,3563.7551166739063,323.977737879446,11,67.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4561,T10016,1,1,4837.532336494642,483.75323364946416,10,238.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4964,T10019,0,1,3794.3847718264824,421.5983079807203,9,165.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1397,T10020,1,1,7574.638071675262,473.41487947970387,16,417.0,6,High Value Customer,31818745.053736106,524.8744898897567
C969,T10022,1,1,8180.382627877293,545.3588418584862,15,883.0,7,High Value Customer,31818745.053736106,524.8744898897567
C969,T10023,0,1,8180.382627877293,545.3588418584862,15,883.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3134,T10024,1,1,10702.2521878672,563.2764309403789,19,177.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1404,T10026,1,1,6113.579925864141,509.46499382201176,12,1053.0,6,High Value Customer,31818745.053736106,524.8744898897567
C187,T10027,1,1,6718.40800465377,610.7643640594337,11,1254.0,5,High Value Customer,31818745.053736106,524.8744898897567
C231,T10028,1,1,4781.005162437068,531.2227958263409,9,1785.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3681,T10029,1,1,7872.528875060765,437.3627152811536,18,234.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2999,T10030,1,1,7188.8371536976065,599.0697628081339,12,276.0,4,High Value Customer,31818745.053736106,524.8744898897567
C395,T10031,1,1,5447.127367748634,680.8909209685793,8,14.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3869,T10032,1,1,3020.017727268484,302.0017727268484,10,812.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2411,T10034,1,1,10186.206822350283,485.05746773096587,21,89.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1963,T10037,0,1,6922.51675649167,692.251675649167,10,154.0,5,High Value Customer,31818745.053736106,524.8744898897567
C282,T10038,1,1,7491.679120386316,535.1199371704512,14,380.0,6,High Value Customer,31818745.053736106,524.8744898897567
C922,T10039,1,1,6917.454020655562,576.4545017212969,12,348.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1940,T10040,0,1,7425.463658552349,618.7886382126958,12,255.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4957,T10041,0,1,5120.862451776882,341.39083011845884,15,563.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3291,T10042,0,1,8074.699383255511,576.7642416611079,14,300.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4308,T10043,0,1,5543.493356497659,326.0878444998623,17,93.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3300,T10045,1,1,7340.358424844811,489.35722832298745,15,529.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4759,T10048,0,1,4582.830309054481,654.6900441506402,7,20.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2836,T10050,0,1,7758.2973663287985,554.1640975949142,14,531.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4829,T10051,1,1,4012.0663285941055,501.5082910742632,8,1627.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2462,T10052,0,1,7066.149641986449,471.0766427990966,15,217.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4112,T10053,0,1,6821.400872438165,487.2429194598689,14,405.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2423,T10054,0,1,6872.608583319566,572.7173819432971,12,55.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2207,T10055,1,1,9328.400853925696,490.96846599608926,19,43.0,7,High Value Customer,31818745.053736106,524.8744898897567
C4654,T10061,0,1,8025.147604360165,535.0098402906776,15,772.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1873,T10062,0,1,8312.929933745543,554.1953289163696,15,455.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4462,T10063,0,1,5663.760458017374,514.8873143652158,11,352.0,3,High Value Customer,31818745.053736106,524.8744898897567
C623,T10065,1,1,6188.351270250224,562.5773882045659,11,844.0,6,High Value Customer,31818745.053736106,524.8744898897567
C476,T10068,1,1,6021.392498379376,602.1392498379375,10,1406.0,5,High Value Customer,31818745.053736106,524.8744898897567
C120,T10069,0,1,7271.1816486389735,519.3701177599266,14,649.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2076,T10070,0,1,4849.6375991852265,440.8761453804751,11,290.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2484,T10074,0,1,1199.7269449112441,299.93173622781103,4,255.0,2,High Value Customer,31818745.053736106,524.8744898897567
C1415,T10078,0,1,5682.455784890153,516.5868895354685,11,1475.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1688,T10079,1,1,8553.712176614683,610.9794411867631,14,47.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3861,T10080,0,1,7638.016230476212,509.20108203174743,15,366.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3861,T10082,1,1,7638.016230476212,509.20108203174743,15,366.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4334,T10083,0,1,5712.086133022112,571.2086133022112,10,158.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3113,T10086,0,1,2291.912196581564,458.3824393163128,5,1215.0,3,High Value Customer,31818745.053736106,524.8744898897567
C1691,T10088,1,1,6243.306766083473,567.5733423712248,11,145.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1589,T10089,1,1,9154.355499256,508.57530551422224,18,105.0,8,High Value Customer,31818745.053736106,524.8744898897567
C014,T10090,1,1,8868.829600649766,633.4878286178404,14,390.0,8,High Value Customer,31818745.053736106,524.8744898897567
C988,T10093,1,1,4501.889818190328,450.1889818190328,10,417.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1803,T10099,1,1,7320.0908681079945,488.0060578738663,15,89.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1756,T10100,1,1,6715.798659462397,746.1998510513774,9,284.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2209,T10101,0,1,1987.5923637870528,397.51847275741056,5,334.0,2,High Value Customer,31818745.053736106,524.8744898897567
C3032,T10102,1,1,8931.068764659663,595.4045843106443,15,74.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2768,T10104,1,1,6987.427651424048,776.3808501582275,9,380.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2420,T10105,0,1,5509.45877599264,459.1215646660533,12,1423.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2649,T10108,1,1,6666.372152640327,476.16943947430906,14,90.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1307,T10110,1,1,4497.548902736473,642.5069861052104,7,493.0,4,High Value Customer,31818745.053736106,524.8744898897567
C254,T10111,1,1,7385.315697868115,568.1012075283165,13,996.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1514,T10112,0,1,7088.854394501933,545.296491884764,13,1178.0,6,High Value Customer,31818745.053736106,524.8744898897567
C834,T10113,1,1,4972.771676768353,452.07015243348667,11,372.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3115,T10116,0,1,4398.500562055493,488.72228467283253,9,186.0,4,High Value Customer,31818745.053736106,524.8744898897567
C1930,T10117,1,1,7224.561306408128,555.7354851083176,13,26.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2156,T10119,1,1,5179.369092808157,575.4854547564619,9,978.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1327,T10121,1,1,10500.279569799179,552.6462931473252,19,214.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3815,T10124,1,1,6763.954460420679,563.6628717017232,12,158.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1006,T10126,1,1,6968.574251639357,580.7145209699464,12,107.0,7,High Value Customer,31818745.053736106,524.8744898897567
C216,T10127,1,1,5416.9069781822245,492.4460889256568,11,542.0,4,High Value Customer,31818745.053736106,524.8744898897567
C2320,T10130,0,1,1941.6985277310228,277.38550396157467,7,296.0,4,High Value Customer,31818745.053736106,524.8744898897567
C523,T10133,0,1,7088.82482847828,590.73540237319,12,469.0,8,High Value Customer,31818745.053736106,524.8744898897567
C737,T10135,1,1,8878.255114762218,682.9427011355552,13,386.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4307,T10136,0,1,2180.0312601469846,363.33854335783076,6,125.0,5,High Value Customer,31818745.053736106,524.8744898897567
C777,T10137,1,1,4720.494000123153,472.04940001231523,10,725.0,3,High Value Customer,31818745.053736106,524.8744898897567
C4404,T10138,0,1,6508.391068434686,433.8927378956457,15,1373.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2208,T10139,1,1,8921.576976069195,686.2751520053226,13,545.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1423,T10141,0,1,6132.960935371125,408.864062358075,15,544.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4474,T10142,1,1,9489.101094114676,558.1824173008633,17,171.0,5,High Value Customer,31818745.053736106,524.8744898897567
C282,T10143,1,1,7491.679120386316,535.1199371704512,14,380.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4091,T10144,1,1,6515.940880183245,501.2262215525573,13,584.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4706,T10145,0,1,8269.332869834234,435.22804578074914,19,127.0,5,High Value Customer,31818745.053736106,524.8744898897567
C924,T10146,1,1,7997.0251212901585,399.85125606450794,20,5.0,6,High Value Customer,31818745.053736106,524.8744898897567
C571,T10147,1,1,7515.576991922788,536.8269279944849,14,461.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1129,T10148,0,1,7144.925782121906,446.55786138261914,16,1041.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3954,T10149,0,1,11929.340273750176,518.6669684239207,23,678.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3935,T10150,1,1,6214.709003438031,517.8924169531692,12,178.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3492,T10151,1,1,10373.724296485128,610.2190762638311,17,101.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2747,T10154,0,1,10775.135344103272,598.6186302279596,18,148.0,7,High Value Customer,31818745.053736106,524.8744898897567
C668,T10155,1,1,7327.439418255493,666.1308562050449,11,364.0,6,High Value Customer,31818745.053736106,524.8744898897567
C290,T10157,0,1,5458.150045878172,496.19545871619744,11,304.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4600,T10158,0,1,7805.070093556638,487.8168808472899,16,84.0,5,High Value Customer,31818745.053736106,524.8744898897567
C534,T10161,1,1,5043.6307872821835,560.4034208091315,9,489.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2763,T10162,0,1,8319.417598255583,693.2847998546318,12,1072.0,5,High Value Customer,31818745.053736106,524.8744898897567
C050,T10163,1,1,8740.153731394868,624.2966950996334,14,371.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2929,T10164,1,1,7889.91170810233,493.1194817563956,16,19.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4095,T10167,1,1,5591.310858132041,559.1310858132041,10,165.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1157,T10168,1,1,3992.8670509838576,499.1083813729822,8,967.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4344,T10171,0,1,8055.087801317344,575.3634143798103,14,1415.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1650,T10174,0,1,5906.699431786549,492.2249526488791,12,14.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4019,T10175,1,1,7195.930013138495,479.72866754256637,15,1740.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4163,T10176,0,1,5602.887476649021,400.2062483320729,14,815.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3935,T10178,1,1,6214.709003438031,517.8924169531692,12,178.0,6,High Value Customer,31818745.053736106,524.8744898897567
C465,T10179,1,1,8614.583380668337,506.74019886284333,17,443.0,5,High Value Customer,31818745.053736106,524.8744898897567
C681,T10180,0,1,8234.704408394815,548.9802938929877,15,69.0,8,High Value Customer,31818745.053736106,524.8744898897567
C3728,T10182,0,1,9239.850910159537,615.9900606773025,15,590.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1927,T10184,1,1,7688.708665952972,512.5805777301981,15,931.0,5,High Value Customer,31818745.053736106,524.8744898897567
C048,T10186,1,1,7366.080913499531,566.6216087307331,13,138.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2076,T10187,1,1,4849.6375991852265,440.8761453804751,11,290.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1489,T10188,0,1,4887.570804672818,407.29756705606815,12,7.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1943,T10189,1,1,8831.095897645206,588.7397265096804,15,407.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3682,T10191,1,1,6811.318388368309,523.9475683360238,13,237.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1070,T10192,1,1,6190.6087689894375,687.8454187766042,9,305.0,5,High Value Customer,31818745.053736106,524.8744898897567
C3342,T10194,0,1,10466.883134400978,581.493507466721,18,234.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4705,T10195,1,1,5117.955198446464,511.79551984464644,10,1189.0,7,High Value Customer,31818745.053736106,524.8744898897567
C2602,T10197,0,1,5550.702384130502,555.0702384130502,10,1224.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3288,T10198,0,1,10997.64131345928,646.9200772623107,17,45.0,7,High Value Customer,31818745.053736106,524.8744898897567
C798,T10201,1,1,4314.477288736473,539.3096610920592,8,1141.0,3,High Value Customer,31818745.053736106,524.8744898897567
C3504,T10203,0,1,2370.753077692316,296.3441347115395,8,1483.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4395,T10204,0,1,8444.397674512658,444.44198286908727,19,685.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1359,T10205,0,1,7731.723530638616,594.7479638952781,13,91.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2057,T10206,1,1,7958.379124423516,530.5586082949011,15,459.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2494,T10207,1,1,8498.810785739222,499.93004621995425,17,188.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4411,T10211,1,1,8634.530446094273,575.6353630729516,15,663.0,7,High Value Customer,31818745.053736106,524.8744898897567
C110,T10213,1,1,6252.7864035849825,480.9835695065371,13,716.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4181,T10214,1,1,7771.008682958193,555.0720487827281,14,587.0,5,High Value Customer,31818745.053736106,524.8744898897567
C4346,T10217,0,1,3931.379021441713,327.6149184534761,12,214.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2926,T10219,1,1,7880.273627935131,492.5171017459457,16,263.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4805,T10223,0,1,5246.795810351612,476.981437304692,11,134.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3238,T10225,0,1,6188.487495646383,386.7804684778989,16,605.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4517,T10226,1,1,8344.521011979949,556.3014007986633,15,892.0,9,High Value Customer,31818745.053736106,524.8744898897567
C3188,T10227,1,1,8773.221901751669,674.8632232116669,13,1010.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1572,T10228,1,1,2943.210606647095,367.9013258308869,8,129.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1204,T10231,1,1,5503.208718113682,550.3208718113682,10,115.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2260,T10233,1,1,2712.9997746097642,542.5999549219529,5,913.0,4,High Value Customer,31818745.053736106,524.8744898897567
C3206,T10236,0,1,8560.4417969148,535.027612307175,16,84.0,6,High Value Customer,31818745.053736106,524.8744898897567
C360,T10238,0,1,8575.762601583776,504.4566236225751,17,206.0,5,High Value Customer,31818745.053736106,524.8744898897567
C1916,T10240,1,1,9351.63031094472,623.442020729648,15,313.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3340,T10242,0,1,6571.8273180756105,410.73920737972566,16,131.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1515,T10244,0,1,6213.420686406252,517.785057200521,12,55.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3379,T10246,0,1,6441.889154365172,536.8240961970977,12,157.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1108,T10247,1,1,11024.804303192146,551.2402151596073,20,50.0,5,High Value Customer,31818745.053736106,524.8744898897567
C2573,T10248,0,1,6599.270991320963,439.9513994213975,15,45.0,7,High Value Customer,31818745.053736106,524.8744898897567
C636,T10249,0,1,8801.654109850871,488.98078388060395,18,109.0,6,High Value Customer,31818745.053736106,524.8744898897567
C394,T10251,0,1,8829.106502485412,630.6504644632438,14,275.0,6,High Value Customer,31818745.053736106,524.8744898897567
C2541,T10253,0,1,10761.689236080565,566.4046966358192,19,290.0,6,High Value Customer,31818745.053736106,524.8744898897567
C3767,T10254,1,1,7273.525361694837,559.5019508996028,13,1157.0,7,High Value Customer,31818745.053736106,524.8744898897567
C3954,T10256,1,1,11929.340273750176,518.6669684239207,23,678.0,8,High Value Customer,31818745.053736106,524.8744898897567
C530,T10257,1,1,9495.730595204048,527.5405886224471,18,91.0,6,High Value Customer,31818745.053736106,524.8744898897567
C4557,T10258,1,1,6139.445794392525,613.9445794392525,10,628.0,4,High Value Customer,31818745.053736106,524.8744898897567
C4914,T10259,0,1,3397.0868739872085,339.7086873987208,10,358.0,7,High Value Customer,31818745.053736106,524.8744898897567
C1566,T10260,0,1,5612.652653710007,561.2652653710007,10,1142.0,6,High Value Customer,31818745.053736106,524.8744898897567
C1853,T10262,0,1,8315.638548728439,593.9741820520313,14,420.0,6,High Value Customer,31818745.053736106,524.8744898897567
